300,998900
500,3009800
800,981100
1000,1998200
2000,5003000
3000,1017000
4000,2003100
5000,1996800
6000,5002300
7000,6093700
8000,7512100
9000,9073200
10000,12034100
11000,13499300
12000,19002400
13000,18001900
14000,19003200
15000,22004500
16000,24350900
17000,27004300
18000,32017000
19000,32990800
20000,39010800
